# scannet_det_train_32frames_bi1.json	118184 rows	model=Qwen/Qwen3-VL-4B-Instruct
# scene	n_boxes	input_ids
scene0602_00	16	14272
scene0602_00	16	14282
scene0602_00	16	14285
scene0602_00	16	14279
scene0602_00	16	14279
scene0602_00	16	14275
scene0602_00	16	14273
scene0602_00	16	14278
scene0602_00	16	14280
scene0602_00	16	14278
scene0602_00	16	14272
scene0602_00	16	14266
scene0602_00	16	14277
scene0602_00	14	14151
scene0602_00	13	14080
scene0602_00	12	14009
scene0602_00	11	13945
scene0602_00	11	13944
scene0602_00	10	13878
scene0602_00	9	13812
scene0602_00	10	13877
scene0602_00	11	13945
scene0602_00	12	14016
scene0602_00	14	14148
scene0602_00	14	14142
scene0602_00	15	14218
scene0602_00	16	14275
scene0602_00	16	14288
scene0602_00	16	14284
scene0602_00	16	14280
scene0602_00	16	14271
scene0602_00	16	14288
scene0602_00	16	14281
scene0602_00	16	14281
scene0602_00	16	14279
scene0602_00	16	14282
scene0602_00	16	14274
scene0602_00	16	14276
scene0602_00	16	14285
scene0602_00	16	14284
scene0694_00	24	14799
scene0694_00	24	14812
scene0694_00	24	14799
scene0694_00	24	14806
scene0694_00	24	14813
scene0694_00	24	14810
scene0694_00	24	14803
scene0694_00	24	14791
scene0694_00	24	14809
scene0694_00	24	14812
scene0694_00	24	14813
scene0694_00	24	14808
scene0694_00	24	14794
scene0694_00	24	14808
scene0694_00	24	14811
scene0694_00	24	14799
scene0694_00	24	14809
scene0694_00	24	14807
scene0694_00	24	14789
scene0694_00	24	14794
scene0694_00	25	14877
scene0694_00	26	14943
scene0694_00	26	14943
scene0694_00	28	15078
scene0694_00	33	15411
scene0694_00	34	15472
scene0694_00	34	15458
scene0694_00	34	15453
scene0694_00	36	15581
scene0694_00	36	15611
scene0694_00	36	15610
scene0694_00	33	15407
scene0694_00	33	15416
scene0694_00	31	15275
scene0694_00	30	15186
scene0694_00	30	15206
scene0694_00	30	15199
scene0694_00	30	15200
scene0694_00	27	15006
scene0694_00	25	14873
scene0694_00	25	14873
scene0694_00	25	14869
scene0694_00	23	14714
scene0694_00	22	14665
scene0694_00	21	14588
scene0694_00	21	14600
scene0694_00	17	14324
scene0694_00	17	14311
scene0694_00	17	14324
scene0694_00	17	14338
scene0694_00	16	14257
scene0694_00	16	14256
scene0694_00	17	14317
scene0694_00	18	14387
scene0694_00	22	14670
scene0694_00	22	14662
scene0694_00	21	14594
scene0694_00	21	14599
scene0694_00	21	14600
scene0694_00	22	14664
scene0694_00	22	14665
scene0694_00	22	14669
scene0694_00	22	14666
scene0694_00	22	14654
scene0694_00	22	14646
scene0694_00	22	14667
scene0694_00	22	14661
scene0694_00	22	14665
scene0694_00	22	14670
scene0694_00	22	14646
scene0694_00	22	14651
scene0694_00	22	14652
scene0694_00	22	14662
scene0694_00	22	14667
scene0694_00	22	14662
scene0694_00	22	14654
scene0694_00	22	14661
scene0694_00	24	14783
scene0694_00	24	14803
scene0694_00	24	14790
scene0694_00	23	14736
scene0694_00	19	14469
scene0694_00	16	14272
scene0694_00	14	14132
scene0694_00	15	14205
scene0694_00	16	14265
scene0694_00	16	14268
scene0694_00	16	14270
scene0694_00	18	14390
scene0694_00	18	14402
scene0694_00	18	14403
scene0694_00	19	14474
scene0694_00	20	14520
scene0694_00	20	14535
scene0694_00	20	14521
scene0694_00	20	14541
scene0694_00	20	14516
scene0694_00	20	14532
scene0694_00	20	14532
scene0694_00	20	14529
scene0694_00	20	14516
scene0694_00	20	14526
scene0694_00	20	14519
scene0694_00	20	14535
scene0694_00	20	14519
scene0694_00	19	14450
scene0694_00	21	14600
scene0694_00	21	14601
scene0694_00	22	14660
scene0694_00	24	14779
scene0694_00	24	14795
scene0694_00	24	14805
scene0694_00	24	14807
scene0694_00	25	14875
scene0694_00	26	14931
scene0694_00	26	14923
scene0694_00	25	14860
scene0694_00	25	14873
scene0694_00	25	14869
scene0694_00	25	14872
scene0694_00	29	15133
scene0694_00	30	15183
scene0694_00	31	15276
scene0694_00	32	15316
scene0694_00	34	15475
scene0694_00	35	15544
scene0694_00	35	15509
scene0694_00	38	15723
scene0694_00	41	15937
scene0694_00	41	15940
scene0694_00	43	16057
scene0694_00	43	16077
scene0694_00	42	16007
scene0694_00	44	16141
scene0694_00	42	15981
scene0694_00	42	15998
scene0694_00	42	15997
scene0694_00	42	15998
scene0694_00	42	15992
scene0694_00	42	15970
scene0694_00	42	16003
scene0694_00	42	16003
scene0694_00	42	16003
scene0694_00	42	16009
scene0694_00	41	15924
scene0694_00	39	15804
scene0694_00	38	15737
scene0694_00	38	15734
scene0694_00	37	15675
scene0694_00	36	15602
scene0694_00	35	15537
scene0694_01	10	13874
scene0694_01	10	13869
scene0694_01	11	13941
scene0694_01	10	13873
scene0694_01	12	14008
scene0694_01	12	14007
scene0694_01	12	14007
scene0694_01	13	14069
scene0694_01	13	14070
scene0694_01	17	14341
scene0694_01	18	14399
scene0694_01	18	14408
scene0694_01	18	14409
scene0694_01	18	14398
scene0694_01	21	14613
scene0694_01	22	14681
scene0694_01	23	14740
scene0694_01	25	14870
scene0694_01	28	15075
scene0694_01	27	14998
scene0694_01	28	15085
scene0694_01	28	15070
scene0694_01	29	15149
scene0694_01	29	15098
scene0694_01	29	15146
scene0694_01	29	15140
scene0694_01	29	15146
scene0694_01	29	15136
scene0694_01	29	15155
scene0694_01	29	15142
scene0694_01	29	15154
scene0694_01	29	15145
scene0694_01	29	15146
scene0694_01	29	15150
scene0694_01	29	15152
scene0694_01	29	15147
scene0694_01	29	15147
scene0694_01	29	15151
scene0694_01	29	15126
scene0694_01	29	15144
scene0694_01	29	15142
scene0694_01	28	15087
scene0694_01	28	15065
scene0694_01	28	15081
scene0694_01	27	15013
scene0694_01	27	15010
scene0694_01	26	14945
scene0694_01	26	14945
scene0694_01	26	14947
scene0694_01	23	14742
scene0694_01	24	14817
scene0694_01	25	14884
scene0694_01	25	14883
scene0694_01	27	15016
scene0694_01	27	15010
scene0694_01	27	15010
scene0694_01	27	15018
scene0694_01	27	14999
scene0694_01	27	15014
scene0694_01	25	14884
scene0694_01	25	14881
scene0694_01	26	14921
scene0694_01	26	14951
scene0694_01	26	14931
scene0694_01	26	14950
scene0694_01	26	14924
scene0694_01	26	14947
scene0694_01	27	15011
scene0694_01	27	15014
scene0694_01	27	15011
scene0694_01	27	14990
scene0694_01	27	15017
scene0694_01	27	15011
scene0694_01	27	14989
scene0694_01	26	14942
scene0694_01	25	14878
scene0694_01	22	14671
scene0694_01	21	14606
scene0694_01	19	14477
scene0694_01	18	14399
scene0694_01	17	14337
scene0694_01	16	14254
scene0694_01	15	14196
scene0694_01	15	14202
scene0694_01	15	14202
scene0694_01	15	14202
scene0694_01	14	14123
scene0694_01	14	14136
scene0694_01	13	14069
scene0694_01	13	14065
scene0694_01	13	14064
scene0694_01	13	14073
scene0694_01	13	14064
scene0694_01	13	14066
scene0694_01	13	14064
scene0694_01	13	14071
scene0694_01	13	14070
scene0694_01	12	14006
scene0694_01	13	14069
scene0694_01	14	14128
scene0694_01	17	14341
scene0694_01	20	14534
scene0694_01	22	14677
scene0694_01	22	14673
scene0694_01	22	14667
scene0694_01	22	14666
scene0694_01	22	14667
scene0694_01	22	14678
scene0694_01	22	14667
scene0694_01	22	14672
scene0694_01	22	14657
scene0694_01	22	14647
scene0694_01	22	14670
scene0694_01	22	14647
scene0694_01	22	14669
scene0694_01	22	14672
scene0694_01	22	14672
scene0694_01	22	14679
scene0694_01	22	14658
scene0694_01	22	14673
scene0694_01	22	14646
scene0694_01	22	14659
scene0694_01	22	14678
scene0694_01	21	14595
scene0694_01	21	14607
scene0694_01	21	14591
scene0694_01	21	14606
scene0694_01	21	14609
scene0694_01	21	14609
scene0694_01	21	14593
scene0694_01	21	14610
scene0694_01	21	14614
scene0694_01	21	14602
scene0694_01	21	14602
scene0694_01	21	14607
scene0694_01	15	14204
scene0694_01	14	14137
scene0694_01	13	14058
scene0694_01	12	13998
scene0694_01	11	13939
scene0694_01	10	13861
scene0694_01	10	13870
scene0694_01	10	13865
scene0694_01	10	13864
scene0694_01	10	13872
scene0694_01	10	13870
scene0694_01	10	13870
scene0694_01	10	13864
scene0694_01	10	13870
scene0694_01	10	13869
scene0694_01	10	13870
scene0694_01	10	13869
scene0694_01	10	13872
scene0694_01	12	14003
scene0694_01	13	14069
scene0694_01	12	14000
scene0694_01	13	14072
scene0694_01	11	13937
scene0694_01	11	13936
scene0694_01	13	14076
scene0694_01	13	14078
scene0694_01	14	14143
scene0694_01	14	14144
scene0694_01	14	14135
scene0694_01	14	14142
scene0694_01	14	14142
scene0694_01	14	14142
scene0694_01	14	14140
scene0694_01	14	14141
scene0694_01	14	14144
scene0694_01	14	14131
scene0694_01	14	14142
scene0694_01	14	14137
scene0694_01	14	14145
scene0694_01	14	14135
scene0101_00	51	16617
scene0101_00	54	16799
scene0101_00	55	16878
scene0101_00	58	17081
scene0101_00	58	17083
scene0101_00	58	17058
scene0101_00	58	17072
scene0101_00	58	17058
scene0101_00	58	17056
scene0101_00	58	17074
scene0101_00	58	17091
scene0101_00	58	17076
scene0101_00	58	17053
scene0101_00	59	17136
scene0101_00	59	17095
scene0101_00	59	17162
scene0101_00	58	17082
scene0101_00	58	17047
scene0101_00	58	17066
scene0101_00	58	17056
scene0101_00	57	17016
scene0101_00	56	16951
scene0101_00	55	16842
scene0101_00	51	16576
scene0101_00	52	16676
scene0101_00	50	16513
scene0101_00	50	16531
scene0101_00	50	16523
scene0101_00	49	16454
scene0101_00	48	16380
scene0101_00	46	16289
scene0101_00	46	16281
scene0101_00	45	16178
scene0101_00	45	16218
scene0101_00	45	16207
scene0101_00	45	16225
scene0101_00	45	16211
scene0101_00	45	16217
scene0101_00	45	16224
scene0101_00	45	16217
scene0101_00	49	16477
scene0101_00	51	16629
scene0101_00	56	16961
scene0101_00	57	17022
scene0101_00	58	17098
scene0101_00	56	16954
scene0101_00	49	16463
scene0101_00	44	16159
scene0101_00	45	16223
scene0101_00	44	16159
scene0101_00	45	16222
scene0101_00	46	16291
scene0101_00	47	16328
scene0101_00	46	16290
scene0101_00	45	16191
scene0101_00	45	16184
scene0101_00	44	16144
scene0101_00	43	16085
scene0101_00	41	15960
scene0101_00	40	15894
scene0101_00	37	15666
scene0101_00	35	15547
scene0101_00	33	15420
scene0101_00	33	15381
scene0101_00	33	15424
scene0101_00	32	15356
scene0101_00	33	15427
scene0101_00	31	15277
scene0101_00	31	15290
scene0101_00	31	15289
scene0101_00	30	15207
scene0101_00	28	15089
scene0101_00	24	14819
scene0101_00	24	14818
scene0101_00	23	14736
scene0101_00	23	14738
scene0101_00	23	14749
scene0101_00	23	14744
scene0101_00	23	14752
scene0101_00	21	14608
scene0101_00	21	14610
scene0101_00	20	14549
scene0101_00	21	14607
scene0101_00	21	14615
scene0101_00	23	14749
scene0101_00	21	14609
scene0101_00	20	14548
scene0101_00	20	14546
scene0101_00	20	14542
scene0101_00	20	14539
scene0101_00	20	14542
scene0101_00	21	14610
scene0101_00	26	14953
scene0101_00	27	15010
scene0101_00	31	15286
scene0101_00	33	15390
scene0101_00	36	15613
scene0101_00	41	15949
scene0101_00	42	16018
scene0101_00	43	16067
scene0101_00	44	16141
scene0101_00	44	16127
scene0101_00	45	16213
scene0101_00	45	16216
scene0101_00	43	16066
scene0101_00	44	16137
scene0101_00	44	16145
scene0101_00	44	16148
scene0101_00	44	16149
scene0101_00	45	16204
scene0101_01	37	15647
scene0101_01	37	15660
scene0101_01	39	15794
scene0101_01	39	15792
scene0101_01	39	15807
scene0101_01	39	15788
scene0101_01	39	15801
scene0101_01	37	15659
scene0101_01	38	15730
scene0101_01	44	16118
scene0101_01	45	16193
scene0101_01	45	16194
scene0101_01	47	16332
scene0101_01	46	16264
scene0101_01	47	16323
scene0101_01	48	16401
scene0101_01	46	16273
scene0101_01	44	16135
scene0101_01	44	16140
scene0101_01	51	16602
scene0101_01	52	16659
scene0101_01	53	16743
scene0101_01	53	16709
scene0101_01	52	16675
scene0101_01	52	16669
scene0101_01	51	16570
scene0101_01	51	16599
scene0101_01	51	16608
scene0101_01	50	16521
scene0101_01	49	16476
scene0101_01	48	16403
scene0101_01	45	16198
scene0101_01	45	16208
scene0101_01	45	16207
scene0101_01	45	16196
scene0101_01	47	16339
scene0101_01	47	16342
scene0101_01	47	16340
scene0101_01	47	16343
scene0101_01	45	16195
scene0101_01	41	15916
scene0101_01	40	15885
scene0101_01	40	15843
scene0101_01	40	15836
scene0101_01	40	15878
scene0101_01	40	15854
scene0101_01	40	15872
scene0101_01	40	15874
scene0101_01	40	15884
scene0101_01	40	15883
scene0101_01	40	15821
scene0101_01	40	15870
scene0101_01	40	15854
scene0101_01	40	15849
scene0101_01	41	15951
scene0101_01	41	15948
scene0101_01	41	15937
scene0101_01	40	15851
scene0101_01	39	15807
scene0101_01	40	15866
scene0101_01	40	15882
scene0101_01	41	15949
scene0101_01	39	15783
scene0101_01	39	15787
scene0101_01	39	15791
scene0101_01	38	15721
scene0101_01	42	16019
scene0101_01	44	16144
scene0101_01	44	16140
scene0101_01	45	16188
scene0101_01	46	16283
scene0101_01	50	16548
scene0101_01	49	16483
scene0101_01	48	16406
scene0101_01	48	16401
scene0101_01	49	16444
scene0101_01	50	16545
scene0101_01	50	16523
scene0101_01	50	16509
scene0101_01	49	16481
scene0101_01	48	16404
scene0101_01	49	16460
scene0101_01	49	16451
scene0101_01	50	16531
scene0101_01	50	16537
scene0101_01	47	16311
scene0101_01	48	16364
scene0101_01	48	16404
scene0101_01	44	16128
scene0101_01	45	16179
scene0101_01	44	16143
scene0101_01	43	16077
scene0101_01	43	16055
scene0101_01	42	15994
scene0101_01	42	16008
scene0101_01	42	16007
scene0101_01	42	16004
scene0101_01	41	15931
scene0101_01	41	15925
scene0101_01	41	15945
scene0101_01	41	15940
scene0101_01	41	15925
scene0101_01	40	15881
scene0101_01	40	15842
scene0101_01	39	15778
scene0101_01	39	15778
scene0101_01	36	15587
scene0101_01	35	15529
scene0101_01	34	15468
scene0101_01	33	15398
scene0101_01	30	15181
scene0101_01	24	14814
scene0101_01	24	14808
scene0101_01	23	14747
scene0101_01	23	14749
scene0101_01	23	14727
scene0101_01	23	14748
scene0101_01	23	14743
scene0101_01	22	14676
scene0101_01	22	14668
scene0101_01	22	14680
scene0101_01	22	14674
scene0101_01	22	14638
scene0101_01	22	14682
scene0101_01	21	14614
scene0101_01	20	14550
scene0101_01	20	14550
scene0101_01	20	14549
scene0101_01	20	14531
scene0101_01	21	14592
scene0101_01	21	14617
scene0101_01	21	14602
scene0101_01	21	14594
scene0101_01	21	14605
scene0101_01	22	14667
scene0101_01	22	14671
scene0101_01	25	14884
scene0101_01	27	15016
scene0101_01	28	15087
scene0101_01	31	15257
scene0101_01	32	15295
scene0101_01	34	15459
scene0101_01	36	15620
scene0101_01	38	15726
scene0101_01	40	15858
scene0101_01	47	16310
scene0101_01	51	16585
scene0101_01	51	16576
scene0101_01	53	16748
scene0101_01	53	16752
scene0101_01	54	16816
scene0101_01	56	16949
scene0101_01	59	17114
scene0101_01	63	17413
scene0101_01	64	17482
scene0101_01	63	17397
scene0101_02	41	15922
scene0101_02	41	15937
scene0101_02	41	15911
scene0101_02	41	15939
scene0101_02	41	15929
scene0101_02	40	15863
scene0101_02	40	15863
scene0101_02	43	16053
scene0101_02	44	16134
scene0101_02	45	16209
scene0101_02	49	16478
scene0101_02	50	16516
scene0101_02	52	16635
scene0101_02	54	16810
scene0101_02	55	16879
scene0101_02	55	16884
scene0101_02	53	16729
scene0101_02	52	16660
scene0101_02	52	16649
scene0101_02	53	16717
scene0101_02	54	16795
scene0101_02	57	17006
scene0101_02	59	17121
scene0101_02	61	17267
scene0101_02	61	17260
scene0101_02	61	17265
scene0101_02	61	17227
scene0101_02	60	17222
scene0101_02	59	17133
scene0101_02	59	17144
scene0101_02	59	17116
scene0101_02	58	17074
scene0101_02	58	17093
scene0101_02	58	17079
scene0101_02	57	16958
scene0101_02	53	16746
scene0101_02	50	16544
scene0101_02	49	16483
scene0101_02	45	16224
scene0101_02	45	16205
scene0101_02	45	16204
scene0101_02	44	16138
scene0101_02	43	16058
scene0101_02	42	15967
scene0101_02	42	15992
scene0101_02	42	16007
scene0101_02	42	16013
scene0101_02	42	16010
scene0101_02	42	16008
scene0101_02	42	16020
scene0101_02	42	16006
scene0101_02	42	16008
scene0101_02	42	16003
scene0101_02	42	16002
scene0101_02	41	15923
scene0101_02	39	15817
scene0101_02	38	15728
scene0101_02	38	15751
scene0101_02	38	15750
scene0101_02	40	15848
scene0101_02	43	16090
scene0101_02	45	16219
scene0101_02	45	16212
scene0101_02	43	16084
scene0101_02	41	15947
scene0101_02	39	15769
scene0101_02	37	15650
scene0101_02	38	15750
scene0101_02	43	16087
scene0101_02	45	16186
scene0101_02	44	16119
scene0101_02	41	15932
scene0101_02	40	15866
scene0101_02	44	16139
scene0101_02	45	16218
scene0101_02	43	16050
scene0101_02	44	16153
scene0101_02	44	16142
scene0101_02	44	16157
scene0101_02	42	16020
scene0101_02	42	16008
scene0101_02	42	16009
scene0101_02	42	16016
scene0101_02	42	15989
scene0101_02	41	15932
scene0101_02	39	15801
scene0101_02	39	15810
scene0101_02	37	15684
scene0101_02	37	15684
scene0101_02	35	15548
scene0101_02	34	15483
scene0101_02	33	15401
scene0101_02	33	15403
scene0101_02	33	15412
scene0101_02	32	15352
scene0101_02	32	15320
scene0101_02	32	15348
scene0101_02	32	15336
scene0101_02	32	15339
scene0101_02	33	15404
scene0101_02	33	15413
scene0101_02	33	15404
scene0101_02	33	15406
scene0101_02	33	15398
scene0101_02	33	15409
scene0101_02	33	15396
scene0101_02	33	15417
scene0101_02	34	15482
scene0101_02	34	15466
scene0101_02	34	15478
scene0101_02	33	15412
scene0101_02	27	15004
scene0101_02	26	14942
scene0101_02	25	14878
scene0101_02	23	14738
scene0101_02	23	14745
scene0101_02	23	14737
scene0101_02	23	14743
scene0101_02	23	14724
scene0101_02	23	14741
scene0101_02	23	14744
scene0101_02	23	14744
scene0101_02	23	14746
scene0101_02	23	14746
scene0101_02	23	14742
scene0101_02	23	14746
scene0101_02	21	14612
scene0101_02	22	14679
scene0101_02	23	14736
scene0101_02	24	14809
scene0101_02	23	14731
scene0101_02	23	14747
scene0101_02	23	14746
scene0101_02	23	14749
scene0101_02	23	14747
scene0101_02	23	14745
scene0101_02	23	14726
scene0101_02	23	14743
scene0101_02	22	14662
scene0101_02	23	14736
scene0101_02	24	14814
scene0101_02	24	14805
scene0101_02	24	14808
scene0101_02	26	14936
scene0101_02	29	15143
scene0101_02	33	15387
scene0101_02	32	15333
scene0101_02	32	15341
scene0101_02	33	15398
scene0101_02	34	15463
scene0101_02	34	15442
scene0101_03	29	15148
scene0101_03	30	15212
scene0101_03	30	15208
scene0101_03	30	15165
scene0101_03	30	15197
scene0101_03	32	15340
scene0101_03	32	15332
scene0101_03	32	15341
scene0101_03	32	15327
scene0101_03	33	15390
scene0101_03	32	15345
scene0101_03	32	15328
scene0101_03	32	15345
scene0101_03	32	15344
scene0101_03	32	15339
scene0101_03	32	15344
scene0101_03	33	15401
scene0101_03	31	15277
scene0101_03	30	15195
scene0101_03	38	15751
scene0101_03	40	15877
scene0101_03	40	15881
scene0101_03	36	15584
scene0101_03	37	15671
scene0101_03	37	15680
scene0101_03	35	15525
scene0101_03	36	15612
scene0101_03	38	15737
scene0101_03	40	15853
scene0101_03	40	15855
scene0101_03	38	15728
scene0101_03	38	15750
scene0101_03	37	15655
scene0101_03	36	15616
scene0101_03	37	15688
scene0101_03	37	15662
scene0101_03	38	15749
scene0101_03	38	15757
scene0101_03	39	15828
scene0101_03	39	15813
scene0101_03	39	15821
scene0101_03	38	15749
scene0101_03	38	15756
scene0101_03	37	15687
scene0101_03	39	15801
scene0101_03	45	16206
scene0101_03	46	16293
scene0101_03	47	16324
scene0101_03	47	16351
scene0101_03	47	16345
scene0101_03	45	16219
scene0101_03	45	16220
scene0101_03	45	16231
scene0101_03	44	16162
scene0101_03	44	16128
scene0101_03	43	16092
scene0101_03	43	16083
scene0101_03	42	15973
scene0101_03	40	15873
scene0101_03	39	15831
scene0101_03	39	15781
scene0101_03	39	15789
scene0101_03	39	15826
scene0101_03	39	15794
scene0101_03	39	15825
scene0101_03	39	15821
scene0101_03	39	15825
scene0101_03	39	15790
scene0101_03	39	15829
scene0101_03	39	15824
scene0101_03	39	15799
scene0101_03	39	15825
scene0101_03	39	15825
scene0101_03	39	15825
scene0101_03	38	15754
scene0101_03	37	15694
scene0101_03	38	15757
scene0101_03	38	15750
scene0101_03	40	15889
scene0101_03	40	15876
scene0101_03	39	15814
scene0101_03	39	15823
scene0101_03	39	15793
scene0101_03	39	15799
scene0101_03	38	15729
scene0101_03	35	15556
scene0101_03	32	15355
scene0101_03	30	15182
scene0101_03	30	15218
scene0101_03	27	15017
scene0101_03	26	14906
scene0101_03	25	14856
scene0101_03	25	14864
scene0101_03	25	14888
scene0101_03	21	14600
scene0101_03	20	14529
scene0101_03	19	14484
scene0101_03	20	14551
scene0101_03	20	14549
scene0101_03	19	14481
scene0101_03	20	14543
scene0101_03	22	14683
scene0101_03	23	14732
scene0101_03	23	14744
scene0101_03	22	14677
scene0101_03	23	14748
scene0101_03	24	14792
scene0101_03	25	14883
scene0101_03	25	14875
scene0101_03	27	15000
scene0101_03	26	14944
scene0101_03	26	14942
scene0101_03	26	14938
scene0101_03	28	15082
scene0101_03	31	15268
scene0101_03	29	15111
scene0101_03	31	15273
scene0101_03	31	15267
scene0101_03	31	15263
scene0101_03	34	15472
scene0101_03	34	15458
scene0101_03	34	15478
scene0101_03	34	15441
scene0101_03	34	15473
scene0101_03	34	15457
scene0101_03	34	15468
scene0101_03	34	15465
scene0101_03	34	15483
scene0101_03	34	15481
scene0101_03	34	15474
scene0101_03	34	15466
scene0101_03	34	15473
scene0101_03	34	15460
scene0101_04	30	15211
scene0101_04	28	15067
scene0101_04	27	14989
scene0101_04	28	15071
scene0101_04	28	15072
scene0101_04	32	15327
scene0101_04	34	15472
scene0101_04	34	15465
scene0101_04	34	15457
scene0101_04	33	15405
scene0101_04	34	15477
scene0101_04	34	15467
scene0101_04	33	15405
scene0101_04	33	15388
scene0101_04	33	15403
scene0101_04	32	15332
scene0101_04	30	15174
scene0101_04	33	15405
scene0101_04	36	15609
scene0101_04	37	15663
scene0101_04	38	15735
scene0101_04	37	15655
scene0101_04	36	15570
scene0101_04	37	15658
scene0101_04	37	15664
scene0101_04	37	15668
scene0101_04	37	15668
scene0101_04	37	15675
scene0101_04	36	15587
scene0101_04	35	15533
scene0101_04	35	15517
scene0101_04	36	15565
scene0101_04	36	15587
scene0101_04	36	15593
scene0101_04	35	15536
scene0101_04	35	15535
scene0101_04	33	15398
scene0101_04	33	15401
scene0101_04	32	15329
scene0101_04	32	15338
scene0101_04	32	15309
scene0101_04	31	15265
scene0101_04	30	15201
scene0101_04	29	15137
scene0101_04	27	15004
scene0101_04	28	15078
scene0101_04	27	15012
scene0101_04	27	15009
scene0101_04	27	15004
scene0101_04	30	15201
scene0101_04	35	15544
scene0101_04	35	15545
scene0101_04	36	15617
scene0101_04	36	15602
scene0101_04	36	15612
scene0101_04	36	15620
scene0101_04	36	15620
scene0101_04	36	15601
scene0101_04	36	15613
scene0101_04	36	15593
scene0101_04	36	15610
scene0101_04	36	15596
scene0101_04	35	15539
scene0101_04	35	15541
scene0101_04	35	15547
scene0101_04	35	15548
scene0101_04	35	15534
scene0101_04	32	15348
scene0101_04	31	15269
scene0101_05	29	15138
scene0101_05	30	15199
scene0101_05	30	15206
scene0101_05	30	15200
scene0101_05	32	15324
scene0101_05	33	15387
scene0101_05	35	15543
scene0101_05	35	15532
scene0101_05	36	15588
scene0101_05	37	15659
scene0101_05	37	15665
scene0101_05	36	15573
scene0101_05	35	15500
scene0101_05	34	15467
scene0101_05	35	15540
scene0101_05	35	15537
scene0101_05	32	15307
scene0101_05	32	15317
scene0101_05	32	15330
scene0101_05	32	15334
scene0101_05	31	15257
scene0101_05	30	15190
scene0101_05	30	15205
scene0101_05	33	15407
scene0101_05	34	15458
scene0101_05	36	15606
scene0101_05	34	15468
scene0101_05	34	15454
scene0101_05	32	15322
scene0101_05	35	15537
scene0101_05	39	15809
scene0101_05	43	16061
scene0101_05	44	16116
scene0101_05	45	16206
scene0101_05	46	16250
scene0101_05	48	16378
scene0101_05	53	16743
scene0101_05	56	16932
scene0101_05	56	16945
scene0101_05	57	16982
scene0101_05	57	17002
scene0101_05	57	16976
scene0101_05	56	16907
scene0101_05	56	16880
scene0101_05	56	16926
scene0101_05	55	16865
scene0101_05	54	16811
scene0101_05	54	16778
scene0101_05	53	16727
scene0101_05	52	16682
scene0101_05	52	16622
scene0101_05	47	16306
scene0101_05	46	16274
scene0101_05	46	16253
scene0101_05	44	16133
scene0101_05	44	16138
scene0101_05	46	16286
scene0101_05	46	16249
scene0101_05	46	16213
scene0101_05	46	16248
scene0101_05	44	16116
scene0101_05	43	16090
scene0101_05	40	15887
scene0101_05	39	15821
scene0101_05	38	15752
scene0101_05	37	15680
scene0101_05	37	15646
scene0101_05	37	15670
scene0101_05	37	15681
scene0101_05	37	15687
scene0101_05	37	15687
scene0101_05	37	15655
scene0101_05	36	15601
scene0101_05	36	15615
scene0493_00	13	14062
scene0493_00	13	14066
scene0493_00	13	14069
scene0493_00	13	14063
scene0493_00	13	14065
scene0493_00	13	14063
scene0493_00	13	14061
scene0493_00	13	14066
scene0493_00	13	14067
scene0493_00	13	14070
scene0493_00	13	14067
scene0493_00	13	14062
scene0493_00	13	14061
scene0493_00	13	14062
scene0493_00	13	14070
scene0493_00	13	14070
scene0493_00	13	14068
scene0493_00	13	14067
scene0493_00	13	14067
scene0493_00	12	13985
scene0493_00	11	13939
scene0493_00	11	13926
scene0493_00	11	13930
scene0493_00	11	13930
scene0493_00	10	13862
scene0493_00	10	13863
scene0493_00	10	13867
scene0493_00	10	13868
scene0493_00	10	13872
scene0493_00	10	13869
scene0493_00	10	13872
scene0493_00	10	13871
scene0493_00	12	13996
scene0493_00	12	13993
scene0493_00	13	14062
scene0493_00	13	14069
scene0493_00	13	14066
scene0493_00	13	14061
scene0493_00	13	14058
scene0493_00	13	14071
scene0493_00	13	14070
scene0493_00	13	14070
scene0493_00	13	14069
scene0493_00	13	14062
scene0493_00	13	14063
scene0493_00	13	14069
scene0493_00	11	13934
scene0493_00	11	13937
scene0493_00	11	13920
scene0493_00	11	13937
scene0493_00	11	13923
scene0493_00	11	13930
scene0493_00	11	13932
scene0493_00	11	13933
scene0493_00	11	13930
scene0493_00	11	13933
scene0493_00	11	13935
scene0493_00	11	13933
scene0493_00	11	13936
scene0493_00	11	13939
scene0493_00	11	13932
scene0493_00	11	13931
scene0493_00	11	13936
scene0493_00	11	13929
scene0493_00	11	13932
scene0493_00	12	14002
scene0493_00	12	14001
scene0493_00	12	14005
scene0493_00	12	14001
scene0493_00	12	14000
scene0493_00	12	13999
scene0493_00	12	13998
scene0493_00	12	13996
scene0493_00	12	14003
scene0493_00	12	14000
scene0493_00	12	13998
scene0493_00	11	13935
scene0493_00	11	13924
scene0493_00	11	13938
scene0493_00	10	13867
scene0493_00	10	13862
scene0493_00	10	13860
scene0493_00	10	13857
scene0493_00	10	13867
scene0493_00	10	13865
scene0493_00	10	13869
scene0493_00	10	13867
scene0493_00	11	13935
scene0493_00	11	13930
scene0493_00	11	13928
scene0493_00	9	13794
scene0493_00	9	13797
scene0493_00	9	13794
scene0493_00	9	13795
scene0493_00	9	13798
scene0493_00	11	13930
scene0493_00	12	13997
scene0493_00	13	14070
scene0493_00	15	14192
scene0493_00	15	14191
scene0493_00	15	14198
scene0493_00	15	14200
